Date,Opportunity Name,Account Name,City,State,LEED Certification Target,Building Type - Concatenated,Building Type - Primary,Building Type - Secondary,Brief Description,LEED Certification Level,Industry / Sector - Concatenated,Industry / Sector - Primary,Industry / Sector - Secondary,Service Category (New),Region Where Located - Primary,Region Where Located - Secondary
201-08-11 09:33:00,The Meriwether Condominiums in South Waterfront,Gerding Edlen Development,Portland,OR,LEED Gold,Multifamily Residential|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"Set on the banks of the Willamette River, this luxury, twin-high-rise development provides access to nature while also protecting nature: its design keeps 200+ tons of CO2 emissions out of the atmosphere and conserves 1,000,000+ gallons of water per year.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Rainier Science Building,Pierce College,Lakewood,WA,LEED Silver,Higher Education,Higher Education,,"Science enthusiasts love the 10 kW solar array, rain gardens, green roof, on-site storm water management system, and efficient water fixtures that save 500,000 gallons and $40,000 per year in this LEED Gold science center.",LEED Gold,Higher Education,Higher Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Arterra Condominiums,Intracorp,San Francisco,CA,LEED Silver,Multifamily Residential|Transportation & Parking|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"San Francisco's first LEED certified high-rise condominium, Arterra in Mission Bay offers tenants 20% energy use reductions, 40% annual water savings, healthy interior design, lighting and thermal control, views, and extensive transportation alternatives.",LEED Silver,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,The Nines Hotel,Sage Hospitality,Portland,OR,LEED Silver,Hospitality|Mixed-Use,Hospitality,Mixed-Use,"Sage Hospitality specializes in the management and development of premium hotels. To house the new Nines Hotel in Portland, Sage added multiple floors to an historic Meier & Frank warehouse building, originally constructed in 1908.",LEED Silver,Hospitality,Hospitality,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,John Ross Condominiums in South Waterfront,Gerding Edlen Development,Portland,OR,LEED Gold,Multifamily Residential|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"Rising 325 feet, the John Ross condominium tower in Portland's South Waterfront neighborhood features innovative storm-water management technology, environmentally-friendly materials, eco-roofs, and access to innovative public transportation.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Library & Learning Resource Center,Rio Hondo College,Whittier,CA,LEED Certified,Higher Education,Higher Education,,"Rio Hondo College's first LEED certified building, this new Library/Learning Resource Center houses 80,000 physical volumes and provides additional space for digital media storage, reading and writing labs, studios, study rooms, offices, and classrooms.",LEED Silver,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,Landfair Apartments,"University of California, Los Angeles (UCLA)",Los Angeles,CA,LEED Gold,Higher Education|Multifamily Residential,Higher Education,Multifamily Residential,"Responding to student needs for healthier, more efficient, and more sustainable living environments, the new UCLA Landfair Apartments replace an obsolete building with 55 new, LEED Gold Certified, two-bedroom/two-bath units for undergraduates.",Not yet certified,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,Glenrock Apartments,"University of California, Los Angeles (UCLA)",Los Angeles,CA,LEED Silver,Higher Education|Multifamily Residential,Higher Education,Multifamily Residential,"Responding to student needs for healthier, more efficient, and more sustainable living environments, the new UCLA Glenrock Apartments replace an obsolete building with 50 new, LEED Gold Certified, two-bedroom/two-bath units for undergraduates.",Not yet certified,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,Call Center and IT Office,USAA,Plano,TX,N/A,Headquarters|Interiors|Offices,Headquarters,Offices,"Recognized for conducting business by Internet or telephone (rather than through agents), USAA operates many call centers and IT facilities. For this one in Dallas, Brightworks and the architect evaluated the feasibility of achieving LEED CI certification.",N/A,Banking & Financial Services|Technology,Banking & Financial Services,Technology,LEED Services,US - Other Regions,
201-08-11 09:33:00,Irvine Office Tenant Improvement,Hyundai Motor Finance Company,Irvine,CA,LEED Silver,Offices|Interiors,Offices,Interiors,"Raising Hyundai's profile as a financial institution as well as an auto maker, the 57,000-square-foot TI to this Hyundai Motor Finance Company office provides employees with healthy work spaces in support of job satisfaction, productivity, and recruitment.",LEED Gold,Banking & Financial Services|Automotive,Banking & Financial Services,Automotive,LEED Services,US - Southern California,
201-08-11 09:33:00,Fire Station 32,City of Seattle,Seattle,WA,LEED Platinum,Government|Public Safety & Emergency Services,Government,Public Safety & Emergency Services,"Rainwater capture, solar hot water, high efficiency fixtures, and solar readiness will help this new, 25,000-square-foot, 24-hour replacement fire station West Seattle reach its ambitious LEED Platinum certification target.",Not yet certified,Government,Government,,LEED Services; Advanced Green Buildings,US - Pacific Northwest,
201-08-11 09:33:00,Thomas Lab Renovation,Caltech,Pasadena,CA,LEED Gold,Higher Education|Laboratories,Higher Education,Laboratories,"Pursuing LEED v4 certification, Caltech's renovated Thomas Laboratory will offer state-of-the-art research and teaching space for the Mechanical and Civil Engineering and Engineering and Applied Science departments.",Not yet certified,Higher Education,Higher Education,,LEED Services; Advanced Green Buildings,US - Southern California,
201-08-11 09:33:00,Marshall School of Business Undergraduate Teaching Building (Jill and Frank Fertitta Hall),University of Southern California (USC),Los Angeles,CA,LEED Silver,Higher Education,Higher Education,,"Prominently sited on USC's University Park Campus, the growing Marshall School's new Fertitta Hall undergraduate instruction building will facilitate collaborative and technology-enabled learning with state-of-the-art classrooms and expanded student areas.",Not yet certified,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,West Hall Science Building Sustainability Visioning,California State University Channel Islands (CSUCI),Camarillo,CA,N/A,Higher Education|Laboratories,Higher Education,Laboratories,"Prior to managing the LEED program for this academic science building, Brightworks facilitated the owner and design team in a goal-setting workshop aimed at transforming the building's environmental performance.",N/A,Higher Education,Higher Education,,LEED Services; Advanced Green Buildings,US - Southern California,
201-08-11 09:33:00,School of Business Renovation & Expansion Sustainability Plan,Portland State University (PSU),Portland,OR,N/A,Higher Education,Higher Education,,"Prior to launching the selection process for a design team, PSU retained Brightworks to help it define a vision, set groundbreaking sustainability goals, and specify valid environmental performance targets for a major renovation and addition project.",N/A,Higher Education,Higher Education,,"LEED Services; Advanced Green Buildings; Other Green Building; Energy, Waste, & Water; Corporate Sustainability Programs; Workshops & Professional Education",US - Pacific Northwest,
201-08-11 09:33:00,Net Zero Energy Buildings: Current Research and Practice,The Gas Company,Los Angeles,CA,,,,,"Presenting research from the National Renewable Energy Laboratory, the U.S. EPA, ASHRAE, and the New Buildings Institute, among others, this workshop prepares professionals for major upgrades to the California state energy code in 2020.",,Energy,Energy,,"Advanced Green Buildings; Energy, Waste, & Water; Reporting & Regulatory Compliance; Workshops & Professional Education",US - Southern California,
201-08-11 09:33:00,Cyan PDX Apartments,Gerding Edlen Development,Portland,OR,LEED Gold,Multifamily Residential|Mixed-Use|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"Powered only by electricity, this LEED Gold workforce housing development has the option to convert to 100% green energy if desired. One-third of the building site was restored with native landscaping. Plazas and gardens offer residents access to nature.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,World Trade Center Building 1 Sustainable O&M Plan,Portland General Electric (PGE),Portland,OR,N/A,Offices,Offices,,"Portland General Electric retained Brightworks to assess the potential of its three-building World Trade Center to achieve LEED EB:O&M certification. After the assessment, the team developed a sustainable operations and maintenance plan for the complex.",N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services; Other Green Building,US - Pacific Northwest,
201-08-11 09:33:00,EcoDistricts Assessment for the Lents Neighborhood,Portland Development Commission,Portland,OR,N/A,Planning,Planning,,"Portland's Lents Neighborhood now has a playbook of strategies to become a formal EcoDistrict. For this effort, Brightworks led the Materials Management, Habitat and Ecosystem Function, and Equitable Development sections of the assessment.",N/A,Government|Real Estate Development,Government,Real Estate Development,"Other Green Building; Energy, Waste, & Water; Planning & Infrastructure",US - Pacific Northwest,
201-08-11 09:33:00,EcoDistricts Assessment for the Gateway Neighborhood,Portland Development Commission,Portland,OR,N/A,Planning,Planning,,"Portland's diverse Gateway Neighborhood now has a playbook of strategies to become a formal EcoDistrict. For this effort, Brightworks led the Materials Management, Habitat and Ecosystem Function, and Equitable Development sections of the assessment.",N/A,Government|Real Estate Development,Government,Real Estate Development,"Other Green Building; Energy, Waste, & Water; Planning & Infrastructure",US - Pacific Northwest,
